Gender,Marital_Status,Dependents,Employment_Type,Education_Level,Annual_Income,Monthly_Expenses,Business_Income,Job_Stability_Years,Existing_EMI,Loan_Type,Loan_Amount,Property_Value,Document_Status,Bank_Balance,Savings_Balance,Eligibility_Status
male,married,1,private,non-graduate,2380747,20089,467663,4,82517,education,1512100,6553476,verified,190546,236884,Fully Eligible
female,single,2,self-employed,graduate,1616292,36507,352427,13,272848,business,1879210,13176685,verified,397973,164514,Fully Eligible
male,single,2,private,graduate,425167,4389,46464,13,130881,business,1396724,3753503,verified,104456,29185,Partially Eligible
male,married,3,private,postgraduate,1431823,12352,361917,10,236621,business,1943399,5711508,verified,149452,172455,Fully Eligible
male,single,1,self-employed,graduate,1571234,22358,427157,12,123483,car,1798457,12848579,verified,245139,114677,Fully Eligible
male,single,0,self-employed,graduate,2326550,34098,145119,6,58700,home,269593,1039281,verified,222238,250617,Fully Eligible
female,single,1,private,postgraduate,1140231,10969,299578,5,3685,car,1938267,7793537,verified,283275,133608,Fully Eligible
female,single,2,private,postgraduate,1247807,27330,103204,4,218448,personal,1513421,6387264,verified,149313,120822,Fully Eligible
female,married,1,government,graduate,1984244,29948,197782,2,100424,education,1644331,4960768,verified,457154,114977,Fully Eligible
female,single,0,self-employed,postgraduate,810797,13377,216736,4,154429,education,1309066,8305906,verified,110112,80616,Fully Eligible
male,single,0,private,graduate,2480883,31615,200816,7,209639,car,751276,2491112,verified,479414,317695,Fully Eligible
male,single,3,private,graduate,1482754,24996,308455,3,24077,education,951657,5718290,verified,342637,58756,Fully Eligible
female,single,2,private,graduate,986299,20822,206741,3,25787,car,939004,3439137,verified,171853,107520,Fully Eligible
female,married,1,government,graduate,1234263,28926,495551,11,66836,business,1459111,8624140,verified,118708,53074,Fully Eligible
male,single,1,private,graduate,1780394,43635,367079,3,126493,personal,973897,7167263,verified,373016,191791,Fully Eligible
female,married,3,private,graduate,1586453,24503,302013,9,139686,business,125588,634029,verified,367708,100689,Fully Eligible
female,single,3,private,postgraduate,360481,8952,353653,14,83992,education,1216261,4980057,verified,24448,49345,Fully Eligible
male,single,3,government,postgraduate,451107,5976,462773,1,4003,personal,787808,3458378,verified,56239,34961,Fully Eligible
female,married,2,self-employed,graduate,2133140,18024,402105,5,252015,home,470056,2077468,verified,530137,162487,Fully Eligible
male,married,1,self-employed,graduate,1831994,38704,132846,9,190318,car,1229824,3845244,verified,330444,242604,Fully Eligible
male,single,3,private,graduate,2472313,27955,21750,14,4736,personal,1718793,11333678,verified,209734,359911,Fully Eligible
female,married,2,private,graduate,911314,8390,142475,7,291392,car,1864730,8197647,verified,199225,30482,Fully Eligible
male,single,1,government,graduate,1492738,35427,227951,12,12313,personal,1720806,10478795,verified,215285,132683,Fully Eligible
female,married,0,government,postgraduate,1674350,36049,494993,12,262673,education,1670911,6436179,verified,372324,163961,Fully Eligible
male,married,3,government,graduate,2092210,21015,430047,1,66467,business,183256,784704,verified,424093,295326,Fully Eligible
female,married,2,government,graduate,1618680,34448,223938,4,234411,education,226136,1568145,verified,314701,163989,Fully Eligible
female,married,1,self-employed,graduate,2015773,45153,319419,6,9767,home,1019974,4717143,verified,209733,200149,Fully Eligible
female,single,1,self-employed,graduate,1063201,24901,465020,5,85021,education,1251643,5339408,verified,171907,126251,Fully Eligible
male,married,3,self-employed,non-graduate,549208,9553,28910,2,260685,personal,1423673,5791928,unverified,121406,68609,Fully Eligible
male,single,3,self-employed,graduate,1746908,35037,388077,1,79689,home,927896,6462497,verified,385798,150642,Fully Eligible
female,single,1,private,graduate,1536267,32318,184832,11,25886,personal,1371396,6327897,verified,129216,75783,Fully Eligible
male,single,2,private,postgraduate,1690352,33486,199288,4,230841,business,1832961,12621183,verified,220124,224280,Fully Eligible
female,single,0,government,graduate,2291959,43808,88664,12,124463,car,1372904,5493598,verified,325392,114135,Fully Eligible
female,married,1,private,graduate,1011906,17667,265747,10,293486,business,1394149,10304877,verified,147915,149355,Fully Eligible
male,married,2,government,postgraduate,624333,10189,150800,5,280858,business,532149,2668194,verified,88387,45912,Fully Eligible
female,married,3,private,non-graduate,207042,5162,210096,4,145661,business,1385320,4603565,verified,14325,29851,Partially Eligible
male,single,1,private,graduate,2406999,33600,91541,3,114301,personal,1668750,7710211,verified,555303,274895,Fully Eligible
female,single,3,private,graduate,649887,6371,125041,10,298381,car,1120076,6618348,verified,134066,86969,Fully Eligible
male,married,0,private,postgraduate,1726572,36402,29600,8,58265,personal,917806,6368795,verified,235267,247086,Fully Eligible
female,single,3,private,graduate,444932,5293,333593,12,120448,home,1597536,5008959,verified,106899,49091,Partially Eligible
female,married,0,private,graduate,2353387,40505,303130,14,197011,personal,592895,3137731,verified,372491,290971,Fully Eligible
male,married,3,self-employed,graduate,389624,3868,282299,6,2065,business,334990,1729632,verified,23996,21185,Fully Eligible
female,married,3,private,graduate,1908946,35610,124321,11,24053,education,158513,656535,verified,264638,144772,Fully Eligible
female,married,0,private,graduate,2270689,54648,301654,14,292684,education,752554,3418778,verified,207265,177266,Fully Eligible
male,married,3,private,graduate,1504138,30651,225871,12,93677,personal,502402,2021182,verified,375481,75953,Fully Eligible
female,single,2,self-employed,postgraduate,685307,8161,308685,3,18286,business,1598976,6415074,unverified,51261,66658,Fully Eligible
male,married,3,self-employed,graduate,2231241,54707,190643,6,250450,business,444451,2296421,verified,248206,266629,Fully Eligible
female,single,1,self-employed,graduate,2157031,29015,238134,10,135656,education,325313,910959,verified,400461,129955,Fully Eligible
male,single,3,private,graduate,2409025,37605,499958,8,104635,car,1189839,5838071,verified,228071,282257,Fully Eligible
female,single,2,private,postgraduate,833581,13866,329203,7,218265,car,976626,4025176,verified,60389,107559,Fully Eligible
female,married,1,self-employed,graduate,2352422,58446,133436,13,131195,business,138447,667576,verified,299187,74854,Fully Eligible
female,single,2,self-employed,graduate,294516,2792,318897,1,276360,home,1655751,12211031,unverified,67471,38521,Fully Eligible
male,single,1,private,graduate,476104,9496,365800,6,294753,home,1582426,9821009,verified,78764,26672,Fully Eligible
male,single,3,private,graduate,2396608,34428,332734,1,139870,home,1255555,8547070,verified,477267,76770,Fully Eligible
male,married,2,private,non-graduate,613221,5910,360383,13,238662,home,1230415,5361410,verified,65616,77373,Fully Eligible
male,married,3,private,graduate,844866,20206,69501,4,193416,home,562120,3389103,verified,193124,105323,Fully Eligible
female,married,1,self-employed,graduate,850527,15449,200300,10,18535,education,1649717,7944619,verified,137916,26935,Fully Eligible
female,married,2,private,postgraduate,2149076,44898,37849,3,19097,business,935950,5134157,verified,259560,82941,Fully Eligible
male,single,0,private,graduate,2235523,27585,1773,7,122611,personal,1388511,6511947,verified,404674,314263,Fully Eligible
male,single,2,private,graduate,1366992,28741,445305,2,179570,education,1101520,3479201,verified,179608,189501,Fully Eligible
male,married,3,government,graduate,1248739,27648,118578,13,176800,education,729365,5278211,verified,131676,115716,Fully Eligible
female,single,0,self-employed,postgraduate,2366150,36708,154992,12,296627,business,1187158,7160725,verified,481167,313503,Fully Eligible
male,single,0,government,graduate,1696257,30305,327322,4,157351,car,253179,1393252,verified,121363,111570,Fully Eligible
male,single,1,private,graduate,913504,22409,253095,5,36227,education,618414,3280024,verified,166971,44369,Fully Eligible
female,single,0,self-employed,graduate,1254803,28164,230467,2,257435,education,505123,3088541,verified,194593,184614,Fully Eligible
female,single,0,private,graduate,1857444,29250,80648,9,209973,personal,1381671,7133206,verified,283656,184561,Fully Eligible
male,married,1,private,postgraduate,250842,4868,286647,2,34657,home,182398,652908,verified,29724,16443,Fully Eligible
female,single,2,private,postgraduate,1805865,38652,137178,6,217648,education,337438,855929,verified,189622,166288,Fully Eligible
male,married,3,private,postgraduate,1152148,10068,320234,12,116583,home,271835,1200265,verified,216671,117678,Fully Eligible
female,single,2,private,postgraduate,372993,6765,140838,8,166767,business,883998,4701153,verified,79139,26014,Fully Eligible
male,single,0,self-employed,non-graduate,1844739,45642,210574,12,117381,education,221177,964058,verified,234741,225132,Fully Eligible
male,single,3,private,graduate,835785,20158,364888,7,211744,personal,1838626,9499383,verified,65894,29078,Fully Eligible
male,married,2,private,graduate,1942795,43144,52753,14,38020,personal,1192326,6944566,verified,105492,114567,Fully Eligible
male,single,3,private,graduate,887297,8964,157747,6,242642,business,1510950,9895655,verified,147246,59853,Fully Eligible
female,married,0,private,graduate,2334379,58127,36284,8,151697,home,1630702,6511742,verified,233450,272710,Fully Eligible
female,married,2,private,graduate,697937,12906,405213,5,77153,car,206707,1171181,verified,92531,87644,Fully Eligible
female,married,3,private,graduate,1641999,19783,314148,10,150017,business,711216,4949268,verified,265109,172423,Fully Eligible
female,single,3,private,graduate,2465362,48249,344655,9,46144,car,1999387,6522310,verified,480042,172050,Fully Eligible
male,single,2,private,graduate,1599790,36169,197300,2,52658,personal,623487,3711290,verified,215505,98208,Fully Eligible
male,single,2,private,non-graduate,341016,3480,443531,6,78151,personal,857257,6062762,verified,64965,26475,Fully Eligible
female,married,0,private,graduate,2133213,50359,143056,12,149931,education,782063,4580307,verified,496420,176448,Fully Eligible
female,single,1,private,graduate,1584943,37515,24984,10,11036,personal,1894159,5612280,verified,167163,160608,Fully Eligible
female,married,3,private,postgraduate,1396933,11954,461134,12,208803,home,972217,3806885,verified,264562,155507,Fully Eligible
female,married,2,private,graduate,751070,17528,349464,12,104781,personal,1230773,4242968,verified,83215,56609,Fully Eligible
female,single,2,self-employed,graduate,1730795,41735,336276,11,77318,education,1024046,7231607,verified,110068,76859,Fully Eligible
male,single,2,private,graduate,2380821,21335,129145,7,176661,business,199897,1491278,verified,158444,196981,Fully Eligible
male,married,3,private,postgraduate,728777,9646,497362,9,151608,education,1597851,7452696,verified,138811,53484,Fully Eligible
male,single,0,government,postgraduate,788718,11477,87895,5,216236,business,1920475,13406795,verified,62985,29315,Fully Eligible
female,single,1,self-employed,graduate,1058550,14976,217734,6,17077,education,106475,338096,verified,263902,57852,Fully Eligible
female,married,3,government,graduate,805562,16903,378315,9,88519,personal,976710,2458559,verified,127857,64280,Fully Eligible
female,single,0,self-employed,graduate,339102,4849,64176,10,15160,car,1677858,8962845,verified,38148,32680,Fully Eligible
female,married,3,private,graduate,221118,5367,447526,6,258165,home,1704027,12672721,verified,37822,21084,Fully Eligible
male,married,3,private,non-graduate,2287894,57006,403530,14,116307,car,1025364,5446491,verified,155625,126914,Fully Eligible
male,married,2,self-employed,postgraduate,1986815,27047,90976,11,118602,home,863287,6390528,verified,120329,114639,Fully Eligible
female,single,0,government,graduate,622655,10468,329264,12,134945,personal,1977430,9400188,unverified,98016,71798,Fully Eligible
male,single,2,self-employed,postgraduate,700105,12341,499928,1,277035,education,649377,2863886,verified,60115,49676,Fully Eligible
male,married,2,government,graduate,506736,9116,335093,4,213556,education,996707,7124355,verified,32689,26715,Fully Eligible
female,single,0,private,non-graduate,1425909,20775,279270,4,173917,business,796726,2186251,verified,250369,120326,Fully Eligible
female,single,2,private,postgraduate,1361969,15117,496033,3,254752,car,181277,749388,verified,190384,121471,Fully Eligible
female,single,2,government,graduate,2020801,18677,405246,14,259583,home,1127130,5317222,unverified,301939,108961,Fully Eligible
female,single,1,self-employed,postgraduate,2389130,24144,453834,8,69882,education,1134808,3330294,unverified,484677,205628,Fully Eligible
female,single,0,government,graduate,689493,16103,389775,6,151880,personal,780918,3971341,verified,129359,82593,Fully Eligible
female,married,0,self-employed,graduate,2410832,31355,140127,7,223979,education,934985,4091971,verified,508919,121715,Fully Eligible
male,single,2,private,postgraduate,1175722,11303,20366,9,140402,business,507147,2375930,verified,79579,85870,Fully Eligible
male,single,2,private,graduate,235646,4412,494375,8,151164,education,1481515,8787828,unverified,15658,9935,Fully Eligible
female,married,0,government,graduate,438201,4201,348110,3,241858,personal,1718120,4899663,verified,72487,24458,Partially Eligible
